birthCity,birthCountryCode,birthDate,birthStateProvinceCode,currentTeamAbbrev,currentTeamName,draftOverall,draftRound,draftYear,firstSeasonForGameType,height,isInHallOfFameYn,lastName,nationalityCode,playerId,positionCode,shootsCatches,skaterFullName,weight
Regina,CAN,1938-03-31,SK,,,,,,19591960,68.0,N,Hicke,CAN,8446856,R,L,Bill Hicke,164.0
Weyburn,CAN,1945-11-10,SK,,,,,,19701971,72.0,N,Hornung,CAN,8446916,D,L,Larry Hornung,190.0
Fernie,CAN,1949-10-01,BC,,,43.0,4.0,1969.0,19711972,70.0,N,Hughes,CAN,8446963,L,L,Frank Hughes,180.0
Toronto,CAN,1942-09-03,ON,,,,,,19601961,68.0,N,Jarrett,CAN,8447048,L,L,Gary Jarrett,170.0
Winnipegosis,CAN,1944-10-01,MB,,,,,,19691970,71.0,N,Johnson,CAN,8447094,C,L,Danny Johnson,170.0
Winnipeg,CAN,1942-11-07,MB,,,,,,19641965,69.0,N,Johnson,CAN,8447099,C,L,Jim Johnson,190.0
Espanola,CAN,1949-07-27,ON,,,69.0,6.0,1969.0,19711972,70.0,N,Jones,CAN,8447114,D,L,Jim Jones,185.0
Edmonton,CAN,1940-05-08,AB,,,,,,19621963,72.0,N,Joyal,CAN,8447117,C,L,Eddie Joyal,178.0
North Bay,CAN,1945-12-21,ON,,,,,,19671968,72.0,N,Kannegiesser,CAN,8447135,D,L,Gord Kannegiesser,190.0
North Bay,CAN,1940-10-01,ON,,,,,,19611962,71.0,N,Keenan,CAN,8447145,L,L,Larry Keenan,175.0
St. Boniface,CAN,1940-01-02,MB,,,,,,19631964,73.0,N,Labossiere,CAN,8447265,C,R,Gord Labossiere,190.0
St. Boniface,CAN,1940-03-23,MB,,,,,,19601961,70.0,N,Green,CAN,8447406,D,R,Ted Green,200.0
Togo,CAN,1936-12-11,SK,,,,,,19591960,68.0,N,Hampson,CAN,8447496,C,L,Ted Hampson,173.0
Hawkesbury,CAN,1942-09-08,ON,,,,,,19671968,71.0,N,MacSweyn,CAN,8447584,D,R,Ralph MacSweyn,190.0
Montréal,CAN,1932-03-23,QC,,,,,,19511952,70.0,N,Marshall,CAN,8447620,L,L,Donnie Marshall,160.0
Winnipeg,CAN,1936-02-18,MB,,,,,,19581959,75.0,N,McDonald,CAN,8447744,L,L,Ab McDonald,192.0
St. Catharines,CAN,1951-03-16,ON,,,18.0,2.0,1971.0,19711972,70.0,N,McKenzie,CAN,8447793,L,L,Brian McKenzie,165.0
Quebec City,CAN,1941-08-30,QC,,,,,,19631964,71.0,N,McMahon Jr.,CAN,8447807,D,L,Mike McMahon Jr.,180.0
Flin Flon,CAN,1933-10-31,MB,,,,,,19511952,74.0,N,Nesterenko,CAN,8447998,R,R,Eric Nesterenko,197.0
Detroit,USA,1946-03-11,MI,,,,,,19701971,73.0,N,Niekamp,USA,8448010,D,R,Jim Niekamp,185.0
Kingston,CAN,1949-08-27,ON,,,29.0,3.0,1969.0,19691970,70.0,N,O'Donoghue,CAN,8448047,R,R,Don O'Donoghue,180.0
Trout Creek,CAN,1938-10-04,ON,,,,,,19601961,70.0,N,Odrowski,CAN,8448049,D,L,Gerry Odrowski,185.0
Earlton,CAN,1945-08-12,ON,,,,,,19671968,71.0,N,Paiement,CAN,8448079,C,R,Rosaire Paiement,170.0
Regina,CAN,1942-10-09,SK,,,,,,19641965,70.0,N,Peters,CAN,8448135,C,L,Garry Peters,185.0
Saskatoon,CAN,1948-09-15,SK,,,,,,19691970,68.0,N,Pinder,CAN,8448153,L,R,Gerry Pinder,165.0
Newton Robinson,CAN,1936-03-31,ON,,,,,,19561957,71.0,Y,Pulford,CAN,8448227,L,L,Bob Pulford,188.0
Toronto,CAN,1947-10-30,ON,,,,,,19671968,71.0,N,Lawson,CAN,8448730,R,R,Danny Lawson,180.0
Saint-Gabriel-de-Brandon,CAN,1946-01-22,QC,,,,,,19681969,72.0,N,Sarrazin,CAN,8448786,R,R,Dick Sarrazin,185.0
Kingston,CAN,1945-03-27,ON,,,,,,19641965,70.0,N,Selby,CAN,8448966,L,L,Brit Selby,175.0
Perth,CAN,1935-05-16,ON,,,,,,19541955,70.0,N,Smith,CAN,8449074,R,R,Floyd Smith,180.0
Thorold,CAN,1947-07-22,ON,,,,,,19681969,69.0,N,Speck,CAN,8449130,C,L,Fred Speck,160.0
Toronto,CAN,1947-01-01,ON,,,,,,19691970,70.0,N,Stanfield,CAN,8449151,C,L,Jim Stanfield,160.0
Regina,CAN,1934-11-10,SK,,,,,,19671968,70.0,N,Sutherland,CAN,8449207,C,L,Bill Sutherland,160.0
Hull,CAN,1941-04-01,QC,,,,,,19681969,68.0,N,Trottier,CAN,8449265,R,R,Guy Trottier,165.0
Fort William,CAN,1943-06-28,ON,,,,,,19671968,68.0,N,Veneruzzo,CAN,8449304,L,L,Gary Veneruzzo,165.0
Richmond Hill,CAN,1942-12-01,ON,,,,,,19641965,70.0,N,Wall,CAN,8449321,D,L,Bob Wall,171.0
Cornwall,CAN,1944-09-12,ON,,,,,,19691970,71.0,N,Ward,CAN,8449357,C,R,Ron Ward,175.0
Malartic,CAN,1943-06-28,QC,,,,,,19631964,74.0,N,Watson,CAN,8449370,D,L,Jim Watson,186.0
High River,CAN,1937-12-12,AB,,,,,,19581959,69.0,N,McKenzie,CAN,8449494,R,R,John McKenzie,175.0
Winnipeg,CAN,1941-08-18,MB,,,,,,19641965,72.0,N,Woytowich,CAN,8449603,D,R,Bob Woytowich,185.0
Ottawa,CAN,1946-05-18,ON,,,,,,19701971,70.0,N,Zaine,CAN,8449671,C,L,Rod Zaine,180.0
Toronto,CAN,1948-12-24,ON,,,,,,19701971,72.0,N,Morrison,CAN,8449706,L,L,George Morrison,174.0
Montréal,CAN,1948-04-09,QC,,,10.0,2.0,1965.0,19711972,70.0,N,Parizeau,CAN,8450198,C,L,Michel Parizeau,160.0
Lynn,USA,1947-06-29,MA,,,,,,19691970,72.0,N,Pleau,USA,8450472,C,L,Lawrence Pleau,185.0
Thunder Bay,CAN,1947-05-09,ON,,,,,,19701971,72.0,N,Schella,CAN,8451169,D,R,John Schella,180.0
Brandon,CAN,1942-02-25,MB,,,,,,19641965,72.0,N,Taylor,CAN,8451870,L,L,Ted Taylor,174.0
Port Alfred,CAN,1939-01-22,QC,,,,,,19591960,70.0,N,Tremblay,CAN,8451960,D,L,J.C. Tremblay,169.0
North Sydney,CAN,1941-07-31,NS,,,,,,19651966,70.0,N,Andrea,CAN,8444934,R,L,Paul Andrea,174.0
Sudbury,CAN,1932-11-01,ON,,,,,,19531954,72.0,N,Arbour,CAN,8444955,D,L,Al Arbour,180.0
Skead,CAN,1930-07-06,ON,,,,,,19491950,73.0,Y,Armstrong,CAN,8444971,R,R,George Armstrong,184.0
Hamilton,CAN,1935-06-17,ON,,,,,,19691970,70.0,N,Barlow,CAN,8445021,L,L,Bob Barlow,165.0
Winnipeg,CAN,1932-08-28,MB,,,,,,19521953,72.0,Y,Bathgate,CAN,8445032,R,R,Andy Bathgate,180.0
Montmartre,CAN,1941-11-28,SK,,,,,,19671968,68.0,N,Beaudin,CAN,8445038,R,R,Norm Beaudin,165.0
Rouyn,CAN,1938-02-01,QC,,,,,,19681969,71.0,N,Blackburn,CAN,8445083,D,L,Bob Blackburn,198.0
Steinbach,CAN,1944-03-18,MB,,,,,,19701971,70.0,N,Block,CAN,8445100,D,L,Ken Block,191.0
Delhi,CAN,1948-01-29,ON,,,,,,19691970,70.0,N,Boughner,CAN,8445139,L,L,Barry Boughner,180.0
Walkerton,CAN,1949-06-08,ON,,,20.0,2.0,1969.0,19701971,73.0,N,Brindley,CAN,8445164,L,L,Doug Brindley,175.0
Toronto,CAN,1949-04-01,ON,,,3.0,1.0,1966.0,19691970,69.0,N,Caffery,CAN,8445304,C,R,Terry Caffery,165.0
Fort William,CAN,1933-12-25,ON,,,,,,19541955,74.0,N,Cahan,CAN,8445305,D,R,Larry Cahan,222.0
Trois-Rivières,CAN,1931-08-31,QC,,,,,,19501951,75.0,Y,Beliveau,CAN,8445408,C,L,Jean Beliveau,205.0
Ottawa,CAN,1941-09-20,ON,,,,,,19651966,71.0,N,Cullen,CAN,8445827,C,R,Ray Cullen,180.0
Edmonton,CAN,1933-04-03,AB,,,,,,19531954,68.0,N,Dea,CAN,8445855,L,L,Billy Dea,175.0
Cudworth,CAN,1932-11-03,SK,,,,,,19571958,72.0,N,Ehman,CAN,8446142,R,R,Gerry Ehman,190.0
Montréal,CAN,1936-04-21,QC,,,,,,19591960,68.0,N,Fleming,CAN,8446324,D,L,Reg Fleming,170.0
Moncton,CAN,1950-06-14,NB,,,89.0,7.0,1970.0,19701971,68.0,N,Geldart,CAN,8446576,D,L,Gary Geldart,160.0
Kenogami,CAN,1945-12-05,QC,,,,,,19691970,72.0,N,Hardy,CAN,8446697,C,L,Joe Hardy,185.0
Beirut,LBN,1947-12-07,,,,,,,19681969,70.0,N,Hatoum,LBN,8446747,R,R,Ed Hatoum,180.0
Kirkland Lake,CAN,1942-11-30,ON,,,,,,19681969,72.0,N,Heiskala,CAN,8446765,L,L,Earl Heiskala,185.0
Vancouver,CAN,1938-09-05,BC,,,,,,19631964,71.0,N,Ferguson,CAN,8446812,L,L,John Ferguson,190.0
Lethbridge,CAN,1934-10-25,AB,,,,,,19581959,71.0,N,Ingarfield,CAN,8447016,C,L,Earl Ingarfield,185.0
North Battleford,CAN,1943-10-14,SK,,,,,,19631964,71.0,N,Krake,CAN,8447234,C,R,Skip Krake,170.0
Kitchener,CAN,1948-03-09,ON,,,,,,19701971,71.0,N,Krulicki,CAN,8447239,L,L,Jim Krulicki,180.0
Nelson,CAN,1944-02-21,BC,,,,,,19671968,74.0,N,Laughton,CAN,8447338,C,L,Mike Laughton,185.0
Vanier,CAN,1947-11-12,QC,,,19.0,4.0,1964.0,19681969,71.0,N,Leclerc,CAN,8447362,R,R,Rene Leclerc,165.0
Calgary,CAN,1948-09-15,AB,,,,,,19701971,72.0,N,Liddington,CAN,8447487,L,L,Bob Liddington,175.0
Campbell River,CAN,1936-11-13,BC,,,,,,19581959,73.0,N,Lunde,CAN,8447527,C,R,Len Lunde,194.0
Smooth Rock Falls,CAN,1938-05-01,ON,,,,,,19671968,70.0,N,Mattiussi,CAN,8447639,D,L,Dick Mattiussi,185.0
Flin Flon,CAN,1940-03-29,MB,,,,,,19651966,73.0,N,McCallum,CAN,8447657,D,R,Dunc McCallum,193.0
Sundridge,CAN,1934-12-02,ON,,,,,,19531954,70.0,N,McCreary Sr.,CAN,8447717,L,L,Bill McCreary Sr.,172.0
Toronto,CAN,1945-03-23,ON,,,,,,19701971,71.0,N,McDonald,CAN,8447745,C,R,Brian McDonald,190.0
Stratford,CAN,1945-10-02,ON,,,,,,19681969,70.0,N,Monteith,CAN,8447885,L,L,Hank Monteith,170.0
Montréal,CAN,1931-10-11,QC,,,,,,19511952,70.0,N,Morrison,CAN,8447895,D,L,Jim Morrison,183.0
Dryden,CAN,1941-12-24,ON,,,,,,19631964,68.0,N,Muloin,CAN,8447906,D,L,Wayne Muloin,175.0
Edmonton,CAN,1947-07-28,AB,,,,,,19701971,71.0,N,Myers,CAN,8447971,D,L,Hap Myers,195.0
Aldershot,GBR,1944-04-06,,,,,,,19681969,71.0,N,Perry,GBR,8448133,C,L,Brian Perry,180.0
Ottawa,CAN,1943-05-11,ON,,,,,,19671968,69.0,N,Inglis,CAN,8448162,C,L,Billy Inglis,160.0
Toronto,CAN,1943-04-02,ON,,,,,,19691970,75.0,N,Polanic,CAN,8448173,D,L,Tom Polanic,205.0
La Salle,CAN,1934-02-07,ON,,,,,,19541955,73.0,N,Reaume,CAN,8448259,D,L,Marc Reaume,185.0
Trail,CAN,1947-09-11,BC,,,,,,19701971,70.0,N,Rizzuto,CAN,8448348,C,L,Garth Rizzuto,175.0
St. Catharines,CAN,1940-08-27,ON,,,,,,19641965,74.0,N,Robinson,CAN,8448371,L,L,Doug Robinson,197.0
Saskatoon,CAN,1939-03-17,SK,,,,,,19701971,70.0,N,Schmautz,CAN,8448924,R,R,Cliff Schmautz,165.0
Terrace Bay,CAN,1948-12-30,ON,,,12.0,1.0,1968.0,19701971,71.0,N,Schock,CAN,8448935,L,L,Danny Schock,180.0
Collingwood,CAN,1939-04-03,ON,,,,,,19651966,71.0,N,Sly,CAN,8449055,D,R,Darryl Sly,185.0
Lindsay,CAN,1942-03-20,ON,,,,,,19671968,71.0,N,Speer,CAN,8449131,D,L,Bill Speer,205.0
Moose Jaw,CAN,1942-02-16,SK,,,,,,19671968,70.0,N,Swarbrick,CAN,8449210,R,R,George Swarbrick,175.0
Cap-de-la-Madeleine,CAN,1932-07-11,QC,,,,,,19541955,71.0,N,Talbot,CAN,8449214,D,L,Jean-Guy Talbot,170.0
Moose Jaw,CAN,1946-02-18,SK,,,,,,19681969,70.0,N,Wiste,CAN,8449594,C,L,Jim Wiste,185.0
Toronto,CAN,1937-08-02,ON,,,,,,19601961,71.0,N,Young,CAN,8449667,D,R,Howie Young,175.0
Toronto,CAN,1949-05-15,ON,,,,,,19691970,71.0,N,Acomb,CAN,8444859,C,L,Doug Acomb,165.0
Prescott,CAN,1931-08-02,ON,,,,,,19511952,68.0,Y,Boivin,CAN,8445111,D,L,Leo Boivin,183.0
Shawinigan Falls,CAN,1949-10-21,QC,,,26.0,3.0,1969.0,19691970,70.0,N,Briere,CAN,8445163,C,L,Michel Briere,165.0
Montréal,CAN,1944-11-15,QC,,,,,,19661967,75.0,N,Buchanan,CAN,8445239,C,L,Ron Buchanan,170.0
Kingston,CAN,1937-03-28,ON,,,,,,19561957,72.0,N,Cherry,CAN,8445366,D,L,Dick Cherry,195.0
Belleville,CAN,1941-04-27,ON,,,,,,19611962,70.0,N,Dillabough,CAN,8445906,C,L,Bob Dillabough,180.0
Lethbridge,CAN,1938-01-25,AB,,,,,,19591960,73.0,N,Erickson,CAN,8446155,D,L,Aut Erickson,188.0
Pierceland,CAN,1947-04-28,SK,,,,,,19681969,69.0,N,Erickson,CAN,8446172,L,L,Grant Erickson,165.0
Drummondville,CAN,1941-03-11,QC,,,,,,19671968,68.0,N,Fortin,CAN,8446414,D,L,Ray Fortin,180.0
Montréal,CAN,1937-04-29,QC,,,,,,19601961,73.0,N,Gauthier,CAN,8446574,D,R,Jean Gauthier,190.0
Montréal,CAN,1938-03-21,QC,,,,,,19611962,72.0,N,Gray,CAN,8446642,R,R,Terry Gray,175.0
Quebec City,CAN,1933-01-31,QC,,,,,,19531954,69.0,N,Henry,CAN,8446784,C,L,Camille Henry,152.0
St. Boniface,CAN,1939-04-04,MB,,,,,,19671968,69.0,N,Hughes,CAN,8446964,R,L,Howie Hughes,180.0
Vojnuv Mestec,CZE,1939-12-10,,,,,,,19691970,71.0,N,Jirik,CZE,8447057,L,L,Jaroslav Jirik,170.0
Matane,CAN,1943-04-08,QC,,,,,,19671968,74.0,N,Lemieux,CAN,8447381,D,R,Jacques Lemieux,190.0
Timmins,CAN,1942-04-28,ON,,,,,,19631964,68.0,N,Menard,CAN,8447845,C,R,Howie Menard,160.0
Naliboki,POL,1940-09-29,,,,,,,19631964,73.0,N,Miszuk,POL,8447873,D,L,John Miszuk,192.0
Hamilton,CAN,1933-04-10,ON,,,,,,19521953,71.0,N,Murphy,CAN,8447921,L,L,Ron Murphy,185.0
Chatham,CAN,1945-08-24,ON,,,,,,19691970,73.0,N,Murray,CAN,8447970,D,R,Randy Murray,195.0
Kinistino,CAN,1947-05-10,SK,,,,,,19691970,68.0,N,Nelson,CAN,8447997,D,L,Gordie Nelson,180.0
Regina,CAN,1944-02-20,SK,,,,,,19671968,72.0,N,Orban,CAN,8448063,C,L,Bill Orban,185.0
Lac-à-la-Tortue,CAN,1930-06-15,QC,,,,,,19501951,72.0,Y,Pronovost,CAN,8448214,D,L,Marcel Pronovost,190.0
Montréal,CAN,1933-09-17,QC,,,,,,19551956,69.0,N,Provost,CAN,8448215,R,R,Claude Provost,168.0
Regina,CAN,1948-08-11,SK,,,14.0,2.0,1968.0,19681969,70.0,N,Snell,CAN,8449092,R,R,Ron Snell,158.0
Sault Ste. Marie,CAN,1937-12-26,ON,,,,,,19671968,68.0,N,Ubriaco,CAN,8449273,L,L,Gene Ubriaco,157.0
Duparquet,CAN,1935-12-11,QC,,,,,,19561957,74.0,N,Vasko,CAN,8449303,D,L,Moose Vasko,200.0
Charlottetown,CAN,1949-07-16,PE,,,,,,19691970,70.0,N,Whitlock,CAN,8449396,C,R,Bob Whitlock,175.0
Glace Bay,CAN,1939-04-23,NS,,,,,,19571958,73.0,N,Amadio,CAN,8444876,D,R,Dave Amadio,207.0
Fort Erie,CAN,1943-01-05,ON,,,,,,19641965,70.0,N,Brenneman,CAN,8445160,L,L,John Brenneman,175.0
Dolbeau,CAN,1938-04-27,QC,,,,,,19671968,69.0,N,Caron,CAN,8445329,R,R,Alain Caron,182.0
Yorkton,CAN,1946-05-13,SK,,,,,,19681969,70.0,N,Chernoff,CAN,8445365,L,L,Mike Chernoff,175.0
Montréal,CAN,1943-12-24,QC,,,,,,19681969,70.0,N,Dineen,CAN,8445910,C,L,Gary Dineen,175.0
Cobalt,CAN,1936-02-06,ON,,,,,,19621963,70.0,N,Douglas,CAN,8445945,D,L,Kent Douglas,180.0
Trois-Rivières,CAN,1941-09-11,QC,,,,,,19631964,72.0,N,Dufour,CAN,8445958,R,R,Marc Dufour,175.0
Ware,USA,1932-09-22,MA,,,,,,19541955,71.0,N,Foley,USA,8446335,R,R,Gerry Foley,165.0
Toronto,CAN,1935-02-14,ON,,,,,,19581959,71.0,N,Glover,CAN,8446595,R,R,Howie Glover,180.0
Timmins,CAN,1936-03-05,ON,,,,,,19591960,70.0,N,Hannigan,CAN,8446692,L,R,Pat Hannigan,183.0
Toronto,CAN,1935-07-29,ON,,,,,,19551956,72.0,N,Harris,CAN,8446707,C,L,Billy Harris,155.0
Montréal,CAN,1924-12-19,QC,,,,,,19471948,71.0,Y,Harvey,CAN,8446728,D,L,Doug Harvey,187.0
Melrose,USA,1946-07-12,MA,,,,,,19681969,71.0,N,Hurley,USA,8447007,D,R,Paul Hurley,185.0
Goderich,CAN,1940-10-12,ON,,,,,,19611962,71.0,N,Jeffrey,CAN,8447051,L,L,Larry Jeffrey,189.0
Espanola,CAN,1945-11-27,ON,,,,,,19681969,73.0,N,Jones,CAN,8447112,L,L,Bob Jones,185.0
Dorchester,CAN,1935-08-18,NB,,,,,,19561957,68.0,N,Kennedy,CAN,8447164,C,L,Forbes Kennedy,150.0
Sorel,CAN,1936-07-01,QC,,,,,,19571958,69.0,N,Laforge,CAN,8447274,L,L,Claude Laforge,172.0
Moose Jaw,CAN,1940-03-11,SK,,,,,,19681969,72.0,N,Lecaine,CAN,8447359,L,R,Bill Lecaine,172.0
Sydney,CAN,1933-06-14,NS,,,,,,19521953,71.0,N,MacDonald,CAN,8447537,C,L,Parker MacDonald,160.0
Toronto,CAN,1941-08-16,ON,,,,,,19681969,72.0,N,MacKenzie,CAN,8447549,D,L,Barry MacKenzie,190.0
Cadomin,CAN,1936-09-19,AB,,,,,,19671968,72.0,N,Marcetta,CAN,8447608,C,L,Milan Marcetta,195.0
Toronto,CAN,1946-03-09,ON,,,,,,19671968,70.0,N,Marsh,CAN,8447619,L,L,Gary Marsh,172.0
Kindersley,CAN,1946-07-26,SK,,,,,,19671968,69.0,N,Meissner,CAN,8447834,L,L,Barrie Meissner,165.0
Kenogami,CAN,1931-12-11,QC,,,,,,19551956,70.0,Y,Pilote,CAN,8448152,D,L,Pierre Pilote,178.0
Hamilton,CAN,1942-02-01,ON,,,,,,19611962,69.0,N,Rivers,CAN,8448347,R,R,Wayne Rivers,177.0
Brantford,CAN,1936-07-08,ON,,,,,,19601961,69.0,N,Ronson,CAN,8448443,L,L,Len Ronson,175.0
Ottawa,CAN,1940-09-06,ON,,,,,,19671968,71.0,N,Smith,CAN,8449061,L,R,Brian Smith,170.0
Glace Bay,CAN,1946-11-11,NS,,,,,,19681969,72.0,N,Snow,CAN,8449113,R,R,Sandy Snow,175.0
Kitchener,CAN,1935-12-04,ON,,,,,,19681969,71.0,N,Stankiewicz,CAN,8449154,L,L,Myron Stankiewicz,185.0
Timmins,CAN,1926-03-01,ON,,,,,,19481949,73.0,Y,Stanley,CAN,8449155,D,L,Allan Stanley,170.0
Welland,CAN,1947-09-11,ON,,,4.0,1.0,1968.0,19681969,68.0,N,Swain,CAN,8449209,C,L,Garry Swain,164.0
Fort William,CAN,1938-12-18,ON,,,,,,19671968,75.0,N,Szura,CAN,8449213,C,L,Joe Szura,185.0
Montmorency,CAN,1938-12-17,QC,,,,,,19601961,70.0,N,Tremblay,CAN,8449256,L,L,Gilles Tremblay,170.0
North Bay,CAN,1933-07-02,ON,,,,,,19511952,69.0,N,Wharram,CAN,8449385,R,R,Kenny Wharram,160.0
Montréal,CAN,1928-06-01,QC,,,,,,19511952,71.0,N,Zeidel,CAN,8449679,D,L,Larry Zeidel,185.0
Pembroke,CAN,1930-12-01,ON,,,,,,19671968,70.0,N,Anderson,CAN,8444924,L,L,Jim Anderson,165.0
Humber Summit,CAN,1935-02-09,ON,,,,,,19671968,72.0,N,Attwell,CAN,8444985,R,R,Ron Attwell,185.0
Saskatoon,CAN,1943-08-14,SK,,,,,,19671968,68.0,N,Boehm,CAN,8445106,L,L,Ron Boehm,160.0
Sorel,CAN,1941-02-17,QC,,,,,,19671968,70.0,N,Cardin,CAN,8445324,L,L,Claude Cardin,178.0
Lashburn,CAN,1944-11-07,SK,,,,,,19651966,70.0,N,Carruthers,CAN,8445341,D,R,Dwight Carruthers,186.0
Cornwall,CAN,1944-05-27,ON,,,,,,19671968,72.0,N,Charlebois,CAN,8445363,L,L,Bob Charlebois,175.0
Verdun,CAN,1942-10-05,QC,,,,,,19671968,70.0,N,Cusson,CAN,8445837,L,L,Jean Cusson,170.0
Paisley,GBR,1944-12-22,,,,,,,19641965,73.0,N,Fitzpatrick,GBR,8446312,C,L,Sandy Fitzpatrick,195.0
Montréal,CAN,1931-02-16,QC,,,,,,19501951,69.0,Y,Geoffrion,CAN,8446579,R,R,Bernie Geoffrion,166.0
Toronto,CAN,1931-03-23,ON,,,,,,19521953,73.0,N,Godfrey,CAN,8446599,D,L,Warren Godfrey,190.0
Fort William,CAN,1934-03-06,ON,,,,,,19571958,73.0,N,Goegan,CAN,8446601,D,L,Pete Goegan,195.0
Belleville,CAN,1936-10-20,ON,,,,,,19671968,74.0,N,Goyer,CAN,8446622,C,L,Gerry Goyer,196.0
Sydney,CAN,1935-04-05,NS,,,,,,19581959,71.0,N,Hanna,CAN,8446690,D,R,John Hanna,175.0
Sarnia,CAN,1942-02-25,ON,,,,,,19671968,70.0,N,Harris,CAN,8446708,R,R,Duke Harris,180.0
Grande Prairie,CAN,1947-04-16,AB,,,,,,19671968,69.0,N,Head,CAN,8446754,R,R,Galen Head,160.0
Aberdeen,USA,1937-04-09,WA,,,,,,19601961,71.0,N,Hicks,USA,8446858,R,R,Wayne Hicks,185.0
Trois-Rivières,CAN,1945-04-19,QC,,,,,,19671968,69.0,N,Hinse,CAN,8446880,L,L,Andre Hinse,175.0
Winnipeg,CAN,1937-11-04,MB,,,,,,19671968,71.0,N,Hoekstra,CAN,8446889,C,R,Ed Hoekstra,170.0
Port Colborne,CAN,1930-03-12,ON,,,,,,19551956,71.0,N,Horvath,CAN,8446918,C,L,Bronco Horvath,185.0
Tuberose,CAN,1931-12-04,SK,,,,,,19501951,70.0,N,Hucul,CAN,8446941,D,L,Fred Hucul,170.0
St. George,CAN,1937-12-13,ON,,,,,,19601961,72.0,N,Johns,CAN,8447092,D,R,Don Johns,180.0
Ottawa,CAN,1934-10-21,ON,,,,,,19571958,71.0,N,Kilrea,CAN,8447179,C,R,Brian Kilrea,175.0
Flin Flon,CAN,1937-05-04,MB,,,,,,19671968,71.0,N,Konik,CAN,8447228,D,L,George Konik,190.0
Winnipeg,CAN,1939-06-11,MB,,,,,,19671968,71.0,N,Lanyon,CAN,8447324,D,R,Ted Lanyon,175.0
Montréal,CAN,1944-12-16,QC,,,,,,19671968,73.0,N,Lemieux,CAN,8447379,D,L,Bob Lemieux,195.0
Sydney,CAN,1935-09-27,NS,,,,,,19551956,70.0,N,MacNeil,CAN,8447580,D,L,Al MacNeil,183.0
Toronto,CAN,1947-10-16,ON,,,5.0,1.0,1964.0,19671968,69.0,N,Martin,CAN,8447629,R,R,Tom Martin,170.0
Winnipeg,CAN,1938-08-13,MB,,,,,,19671968,72.0,N,Masterton,CAN,8447635,C,R,Bill Masterton,189.0
Kapuskasing,CAN,1936-10-29,ON,,,,,,19671968,73.0,N,McCaskill,CAN,8447695,C,L,Ted McCaskill,195.0
Smiths Falls,CAN,1934-04-30,ON,,,,,,19541955,71.0,N,McKenney,CAN,8447792,C,L,Don McKenney,160.0
Edmonton,CAN,1934-09-16,AB,,,,,,19591960,70.0,N,Melnyk,CAN,8447837,C,R,Gerry Melnyk,165.0
Montréal,CAN,1931-01-06,QC,,,,,,19511952,70.0,Y,Moore,CAN,8447886,L,L,Dickie Moore,168.0
Virden,CAN,1943-11-25,MB,,,,,,19671968,73.0,N,Murray,CAN,8447967,D,L,Jim Murray,165.0
Flin Flon,CAN,1938-04-29,MB,,,,,,19591960,70.0,N,Pearson,CAN,8448121,L,L,Mel Pearson,175.0
Montréal,CAN,1945-06-22,QC,,,,,,19671968,71.0,N,Pelletier,CAN,8448129,D,R,Roger Pelletier,195.0
Montréal,CAN,1933-01-13,QC,,,,,,19671968,72.0,N,Picard,CAN,8448148,R,R,Roger Picard,200.0
Yorkton,CAN,1930-08-11,SK,,,,,,19541955,70.0,N,Popein,CAN,8448177,C,L,Larry Popein,165.0
Winnipeg,CAN,1945-06-14,MB,,,,,,19671968,73.0,N,Powis,CAN,8448182,C,L,Geoff Powis,170.0
Shawinigan Falls,CAN,1936-07-08,QC,,,,,,19561957,70.0,N,Pronovost,CAN,8448213,L,L,Andre Pronovost,188.0
St. Boniface,CAN,1940-12-11,MB,,,,,,19631964,69.0,N,Richardson,CAN,8448322,L,L,Dave Richardson,175.0
Sherbrooke,CAN,1939-08-01,QC,,,,,,19671968,68.0,N,Rivard,CAN,8448345,C,L,Bob Rivard,155.0
Woodstock,CAN,1945-06-27,ON,,,,,,19671968,70.0,N,Shelton,CAN,8449005,R,R,Doug Shelton,175.0
Sudbury,CAN,1937-12-04,ON,,,,,,19591960,70.0,N,Spencer,CAN,8449132,D,L,Irv Spencer,180.0
Toronto,CAN,1941-08-03,ON,,,,,,19671968,70.0,N,Standing,CAN,8449148,R,R,George Standing,190.0
Winnipeg,CAN,1935-10-08,MB,,,,,,19591960,71.0,N,Stratton,CAN,8449197,C,L,Art Stratton,170.0
Kingston,CAN,1938-11-09,ON,,,,,,19671968,70.0,N,Thurlby,CAN,8449240,D,L,Tom Thurlby,175.0
Aurora,CAN,1944-04-13,ON,,,,,,19671968,72.0,N,Wright,CAN,8449605,L,L,Keith Wright,180.0
Detroit,USA,1944-12-25,MI,,,,,,19661967,74.0,N,Abel,USA,8444856,L,L,Gerry Abel,168.0
Moncton,CAN,1928-11-16,NB,,,,,,19501951,72.0,N,Gamble,CAN,8446562,L,L,Dick Gamble,178.0
Lumsden,CAN,1935-12-09,SK,,,,,,19591960,75.0,N,Hay,CAN,8446749,C,L,Bill Hay,190.0
Hobbema,CAN,1945-06-30,AB,,,,,,19661967,71.0,N,Hodgson,CAN,8446887,R,R,Ted Hodgson,185.0
Quebec City,CAN,1946-11-16,QC,,,,,,19651966,68.0,N,Imlach,CAN,8447015,C,L,Brent Imlach,160.0
Simcoe,CAN,1927-07-09,ON,,,,,,19471948,71.0,Y,Kelly,CAN,8447149,D,L,Red Kelly,180.0
