assists,birthCity,birthCountryCode,birthDate,birthStateProvinceCode,currentTeamAbbrev,currentTeamName,draftOverall,draftRound,draftYear,firstSeasonForGameType,gamesPlayed,goals,height,isInHallOfFameYn,lastName,nationalityCode,playerId,points,positionCode,shootsCatches,skaterFullName,weight
0,Camrose,CAN,1987-11-21,AB,,,,,,20132014,2,0,71,N,Stollery,CAN,8476798,0,D,L,Karl Stollery,180
29,Kuopio,FIN,1975-03-18,,,,250.0,10.0,1993.0,19981999,77,6,70,N,Timonen,FIN,8459670,35,D,L,Kimmo Timonen,194
0,Chicago,USA,1990-01-31,IL,,,,,,20132014,3,0,73,N,Allen,USA,8477214,0,D,L,Conor Allen,210
0,Boston,USA,1983-02-19,MA,,,5.0,1.0,2002.0,20052006,7,0,76,N,Whitney,USA,8470309,0,D,L,Ryan Whitney,209
2,Stockholm,SWE,1992-02-25,,,,90.0,3.0,2010.0,20132014,16,1,73,N,Nordstrom,SWE,8475807,3,C,L,Joakim Nordstrom,194
2,Övertorneå,SWE,1987-02-05,,,,97.0,4.0,2007.0,20102011,14,0,70,N,Omark,SWE,8474059,2,L,L,Linus Omark,187
21,Winkler,CAN,1982-09-28,MB,,,,,,20052006,67,14,76,N,Penner,CAN,8471208,35,L,L,Dustin Penner,247
10,Anchorage,USA,1979-12-23,AK,,,27.0,1.0,1998.0,19992000,46,2,71,N,Gomez,USA,8467351,12,C,L,Scott Gomez,200
7,Boston,USA,1993-03-26,MA,EDM,Edmonton Oilers,20.0,1.0,2011.0,20132014,30,1,76,N,Murphy,USA,8476473,8,D,R,Connor Murphy,212
15,Brandon,CAN,1989-12-24,MB,,,127.0,5.0,2008.0,20102011,56,9,71,N,Calvert,CAN,8474685,24,L,L,Matt Calvert,186
0,Terrace,CAN,1983-05-03,BC,,,,,,20102011,3,0,72,N,Mills,CAN,8473927,0,C,R,Brad Mills,195
36,Kalajoki,FIN,1983-04-01,,,,192.0,6.0,2001.0,20052006,81,21,72,N,Jokinen,FIN,8469638,57,L,L,Jussi Jokinen,191
36,Voskresensk,RUS,1978-12-20,,,,162.0,6.0,1998.0,20002001,81,7,72,N,Markov,RUS,8467496,43,D,L,Andrei Markov,200
1,Brentwood,USA,1987-10-18,CA,,,,,,20092010,13,2,72,N,Wellman,USA,8475602,3,C,R,Casey Wellman,173
4,Mimico,CAN,1986-06-05,ON,,,32.0,2.0,2004.0,20062007,23,8,72,N,Bolland,CAN,8471245,12,C,R,Dave Bolland,184
27,South St. Paul,USA,1992-03-20,MN,DET,Detroit Red Wings,37.0,2.0,2010.0,20112012,76,5,72,N,Faulk,USA,8475753,32,D,R,Justin Faulk,208
25,Victoria,CAN,1991-07-26,BC,,,64.0,3.0,2009.0,20112012,64,13,71,N,Barrie,CAN,8475197,38,D,R,Tyson Barrie,197
39,Laval,CAN,1975-06-18,QC,,,,,,19981999,81,30,68,Y,St. Louis,CAN,8466378,69,R,L,Martin St. Louis,180
20,Jyväskylä,FIN,1994-08-22,,MIN,Minnesota Wild,22.0,1.0,2012.0,20132014,78,9,74,N,Maatta,FIN,8476874,29,D,L,Olli Maatta,207
19,Burnaby,CAN,1990-09-12,BC,,,42.0,2.0,2008.0,20102011,53,4,77,N,Wiercioch,CAN,8474605,23,D,L,Patrick Wiercioch,202
19,Montréal,CAN,1987-03-30,QC,,,35.0,2.0,2005.0,20062007,81,5,73,N,Vlasic,CAN,8471709,24,D,L,Marc-Edouard Vlasic,205
17,Smithers,CAN,1982-12-13,BC,,,12.0,1.0,2001.0,20032004,79,5,73,N,Hamhuis,CAN,8469465,22,D,L,Dan Hamhuis,204
13,Minneapolis,USA,1987-02-10,MN,,,201.0,7.0,2007.0,20102011,82,4,74,N,Braun,USA,8474027,17,D,R,Justin Braun,205
0,Warren,USA,1985-05-21,MI,,,224.0,7.0,2004.0,20072008,1,0,71,N,Hunwick,USA,8471436,0,D,L,Matt Hunwick,194
11,Montréal,CAN,1987-04-24,QC,PIT,Pittsburgh Penguins,62.0,3.0,2005.0,20062007,37,11,72,N,Letang,CAN,8471724,22,D,R,Kris Letang,199
16,Bonavista,CAN,1980-03-31,NL,,,216.0,8.0,1998.0,20032004,82,18,73,N,Ryder,CAN,8467545,34,R,R,Michael Ryder,200
18,St. Louis,USA,1988-04-23,MO,,,161.0,6.0,2007.0,20112012,62,11,75,N,Maroon,USA,8474034,29,L,L,Patrick Maroon,234
22,Izhevsk,RUS,1983-07-19,,,,40.0,2.0,2001.0,20032004,69,4,74,N,Tyutin,RUS,8469492,26,D,L,Fedor Tyutin,221
19,Detroit,USA,1990-03-07,MI,,,,,,20122013,65,4,75,N,DeKeyser,USA,8477215,23,D,L,Danny DeKeyser,183
2,Pori,FIN,1987-10-05,,,,60.0,2.0,2006.0,20082009,42,3,76,N,Joensuu,FIN,8473514,5,L,L,Jesse Joensuu,213
30,Kenora,CAN,1985-02-11,ON,,,24.0,1.0,2003.0,20052006,82,11,71,N,Richards,CAN,8470617,41,C,L,Mike Richards,196
22,Rochester,USA,1979-01-18,NY,,,82.0,3.0,1998.0,20012002,81,18,67,N,Gionta,USA,8467407,40,R,R,Brian Gionta,178
0,Calgary,CAN,1993-02-05,AB,,,32.0,2.0,2011.0,20132014,2,0,72,N,Rattie,CAN,8476427,0,R,R,Ty Rattie,183
8,Grand Rapids,USA,1989-03-08,MI,,,72.0,3.0,2007.0,20092010,70,4,73,N,Bowman,USA,8474137,12,L,L,Drayson Bowman,195
3,Port Hope,CAN,1983-08-09,ON,,,250.0,8.0,2003.0,20062007,45,0,75,N,O'Brien,CAN,8470839,3,D,L,Shane O'Brien,230
1,Biddeford,USA,1991-09-06,ME,LAK,Los Angeles Kings,51.0,2.0,2009.0,20132014,6,0,76,N,Dumoulin,USA,8475208,1,D,L,Brian Dumoulin,215
2,Sayabec,CAN,1990-11-02,QC,,,25.0,1.0,2009.0,20102011,35,1,75,N,Caron,CAN,8475150,3,R,L,Jordan Caron,204
27,Hartford,USA,1988-04-20,CT,,,173.0,6.0,2007.0,20092010,77,22,73,N,Bonino,USA,8474009,49,C,L,Nick Bonino,198
7,Plzen,CZE,1990-11-29,,,,,,,20122013,43,1,79,N,Sustr,CZE,8477205,8,D,R,Andrej Sustr,217
9,Lethbridge,CAN,1986-08-12,AB,,,,,,20102011,72,11,75,N,Klinkhammer,CAN,8473970,20,L,L,Rob Klinkhammer,214
30,Minneapolis,USA,1984-05-01,MN,,,62.0,2.0,2003.0,20062007,74,27,75,N,Backes,USA,8470655,57,R,R,David Backes,215
14,Spokane,USA,1983-06-22,WA,,,116.0,4.0,2002.0,20082009,75,8,71,N,Dwyer,USA,8470302,22,R,R,Patrick Dwyer,175
3,Winchester,CAN,1980-11-03,ON,,,58.0,2.0,1999.0,20052006,53,0,77,N,Carkner,CAN,8467931,3,D,R,Matt Carkner,229
22,Smithtown,USA,1983-06-02,NY,,,14.0,1.0,2002.0,20032004,78,17,72,N,Higgins,USA,8470274,39,L,L,Chris Higgins,205
5,Lansing,USA,1984-01-05,MI,,,122.0,4.0,2003.0,20082009,19,0,75,N,Potter,USA,8470714,5,D,R,Corey Potter,204
22,Edmonton,CAN,1989-10-06,AB,,,26.0,1.0,2008.0,20092010,80,21,69,N,Ennis,CAN,8474589,43,R,L,Tyler Ennis,160
1,Rouleau,CAN,1989-06-11,SK,,,116.0,4.0,2007.0,20102011,15,0,78,N,Aulie,CAN,8474048,1,D,L,Keith Aulie,222
39,Everett,USA,1986-12-23,WA,,,24.0,1.0,2005.0,20082009,79,21,72,N,Oshie,USA,8471698,60,R,R,T.J. Oshie,187
18,Vancouver,CAN,1985-08-17,BC,,,214.0,7.0,2004.0,20062007,82,25,75,N,Brouwer,CAN,8471426,43,R,R,Troy Brouwer,213
8,Novokuznetsk,RUS,1991-07-23,,SJS,San Jose Sharks,55.0,2.0,2009.0,20112012,54,3,71,N,Orlov,RUS,8475200,11,D,L,Dmitry Orlov,215
13,Stockholm,SWE,1985-01-22,,,,56.0,2.0,2004.0,20062007,78,1,76,N,Grossmann,SWE,8471269,14,D,L,Nicklas Grossmann,230
31,Montréal,CAN,1980-02-10,QC,,,45.0,2.0,1998.0,19992000,80,16,72,N,Ribeiro,CAN,8467371,47,C,L,Mike Ribeiro,179
0,Vancouver,CAN,1982-04-17,BC,,,14.0,1.0,2001.0,20022003,33,2,72,N,Kobasew,CAN,8469467,2,R,R,Chuck Kobasew,192
1,Charlotte,USA,1986-05-13,NC,,,101.0,4.0,2005.0,20072008,28,1,75,N,Boll,USA,8471766,2,R,R,Jared Boll,206
15,Považská Bystrica,SVK,1985-10-13,,,,23.0,1.0,2004.0,20052006,52,7,74,N,Meszaros,SVK,8471236,22,D,L,Andrej Meszaros,223
20,Chelyabinsk,RUS,1995-03-04,,CBJ,Columbus Blue Jackets,10.0,1.0,2013.0,20132014,79,14,76,N,Nichushkin,RUS,8477501,34,R,L,Valeri Nichushkin,210
4,Carbonear,CAN,1978-12-18,NL,,,13.0,1.0,1997.0,19971998,52,4,73,N,Cleary,CAN,8466149,8,R,L,Daniel Cleary,205
5,Montréal,CAN,1990-03-23,QC,,,152.0,6.0,2008.0,20122013,49,5,73,N,Barberio,CAN,8474717,10,D,L,Mark Barberio,200
3,Kitchener,CAN,1989-11-24,ON,,,130.0,5.0,2009.0,20112012,25,3,72,N,Hoffman,CAN,8474884,6,C,L,Mike Hoffman,190
10,Ann Arbor,USA,1987-12-09,MI,,,45.0,2.0,2006.0,20102011,80,7,75,N,Petry,USA,8473507,17,D,R,Jeff Petry,208
0,Hamilton,CAN,1991-05-09,ON,DET,Detroit Red Wings,120.0,4.0,2009.0,20132014,1,0,75,N,Chiarot,CAN,8475279,0,D,L,Ben Chiarot,222
0,St. Catharines,CAN,1991-05-13,ON,,,70.0,3.0,2009.0,20122013,7,0,74,N,Beck,CAN,8475192,0,L,R,Taylor Beck,203
2,Strathroy,CAN,1992-12-05,ON,,,17.0,1.0,2011.0,20122013,17,0,74,N,Beaulieu,CAN,8476470,2,D,L,Nathan Beaulieu,200
42,Ornskoldsvik,SWE,1990-12-18,,TBL,Tampa Bay Lightning,2.0,1.0,2009.0,20092010,75,13,79,N,Hedman,SWE,8475167,55,D,L,Victor Hedman,244
19,Palmerston,CAN,1988-09-19,ON,,,58.0,2.0,2007.0,20092010,71,13,73,N,Spaling,CAN,8474096,32,C,L,Nick Spaling,198
24,Trenton,USA,1982-10-30,MI,,,,,,20062007,82,8,71,N,Greene,USA,8472382,32,D,L,Andy Greene,190
22,Vancouver,CAN,1991-08-02,BC,,,4.0,1.0,2009.0,20092010,63,19,74,N,Kane,CAN,8475169,41,L,L,Evander Kane,218
1,Novopolotsk,BLR,1989-03-12,,,,,,,20132014,3,0,75,N,Korobov,BLR,8477082,1,D,L,Dmitry Korobov,230
37,Detroit,USA,1980-08-17,MI,,,2.0,1.0,1998.0,19981999,83,14,74,N,Legwand,USA,8467330,51,C,L,David Legwand,207
2,Dauphin,CAN,1990-04-24,MB,,,46.0,2.0,2008.0,20112012,16,0,75,N,Robak,CAN,8474606,2,D,L,Colby Robak,194
27,Chatham,CAN,1990-06-07,ON,,,114.0,4.0,2008.0,20102011,81,4,74,N,Brodie,CAN,8474673,31,D,L,TJ Brodie,187
29,Peterborough,CAN,1980-06-05,ON,,,44.0,2.0,1998.0,19992000,75,20,73,N,Fisher,CAN,8467370,49,C,R,Mike Fisher,216
4,West Islip,USA,1982-01-19,NY,,,7.0,1.0,2001.0,20022003,32,0,76,N,Komisarek,USA,8469460,4,D,R,Mike Komisarek,235
54,Landsbro,SWE,1990-05-31,,PIT,Pittsburgh Penguins,15.0,1.0,2008.0,20092010,82,20,72,N,Karlsson,SWE,8474578,74,D,R,Erik Karlsson,185
1,Nesbitt,CAN,1983-09-27,MB,,,104.0,4.0,2002.0,20062007,25,0,73,N,Rome,CAN,8470310,1,D,L,Aaron Rome,220
0,St. Louis,USA,1992-10-14,MO,NYI,New York Islanders,34.0,2.0,2011.0,20132014,5,0,76,N,Mayfield,USA,8476429,0,D,R,Scott Mayfield,215
40,Thunder Bay,CAN,1984-10-29,ON,,,2.0,1.0,2003.0,20032004,79,21,76,N,Staal,CAN,8470595,61,C,L,Eric Staal,195
5,Salt Lake City,USA,1987-01-08,UT,,,17.0,1.0,2006.0,20082009,73,6,73,N,Lewis,USA,8473453,11,C,R,Trevor Lewis,205
0,České Budějovice,CZE,1991-05-21,,,,127.0,5.0,2009.0,20112012,3,1,72,N,Horak,CZE,8475264,1,C,L,Roman Horak,170
0,Zhukovskiy,RUS,1992-11-22,,WPG,Winnipeg Jets,27.0,1.0,2011.0,20132014,4,0,72,N,Namestnikov,RUS,8476480,0,C,L,Vladislav Namestnikov,181
14,Ottawa,CAN,1989-04-27,ON,,,179.0,6.0,2007.0,20102011,47,7,69,N,Byron,CAN,8474038,21,L,L,Paul Byron,164
43,Toronto,CAN,1989-05-13,ON,,,43.0,2.0,2007.0,20092010,82,10,72,N,Subban,CAN,8474056,53,D,R,P.K. Subban,210
19,Toronto,CAN,1982-06-08,ON,,,49.0,2.0,2001.0,20022003,63,26,69,N,Cammalleri,CAN,8469500,45,L,L,Michael Cammalleri,185
8,Greenfield Park,CAN,1985-01-30,QC,,,126.0,4.0,2004.0,20072008,67,2,71,N,Mitchell,CAN,8471338,10,C,R,Torrey Mitchell,186
19,Belleville,CAN,1991-07-20,ON,,,139.0,5.0,2011.0,20112012,80,20,71,N,Shaw,CAN,8476381,39,R,R,Andrew Shaw,182
24,Eden Prairie,USA,1991-03-20,MN,,,16.0,1.0,2009.0,20102011,82,7,72,N,Leddy,USA,8475181,31,D,L,Nick Leddy,205
7,Washington,USA,1976-05-03,DC,,,,,,19992000,69,5,72,N,Halpern,USA,8467831,12,C,R,Jeff Halpern,190
2,Uxbridge,CAN,1989-06-29,ON,,,,,,20132014,9,0,79,N,Breen,CAN,8475648,2,D,L,Chris Breen,226
32,L'Ancienne-Lorette,CAN,1985-07-24,QC,,,45.0,2.0,2003.0,20032004,80,30,73,N,Bergeron,CAN,8470638,62,C,R,Patrice Bergeron,196
29,Sherbrooke,CAN,1988-05-28,QC,,,26.0,1.0,2007.0,20072008,78,28,72,N,Perron,CAN,8474102,57,L,R,David Perron,202
53,Calgary,CAN,1991-11-14,AB,CAR,Carolina Hurricanes,1.0,1.0,2010.0,20102011,75,27,73,N,Hall,CAN,8475791,80,L,L,Taylor Hall,210
1,Anchorage,USA,1983-04-03,AK,,,226.0,7.0,2002.0,20082009,9,0,73,N,Crabb,USA,8470156,1,R,R,Joey Crabb,190
1,Mississauga,CAN,1993-01-04,ON,,,152.0,6.0,2011.0,20132014,5,0,74,N,Broll,CAN,8476304,1,L,L,David Broll,235
15,St. Albert,CAN,1987-05-15,AB,,,,,,20102011,54,10,76,N,Holden,CAN,8474207,25,D,L,Nick Holden,210
19,St. John's,CAN,1982-09-30,NL,,,175.0,6.0,2001.0,20052006,43,7,75,N,Clowe,CAN,8469622,26,L,L,Ryane Clowe,225
1,Saskatoon,CAN,1988-12-29,SK,,,187.0,7.0,2008.0,20122013,6,0,73,N,Collins,CAN,8474744,1,C,L,Sean Collins,198
25,Thunder Bay,CAN,1988-09-10,ON,CAR,Carolina Hurricanes,2.0,1.0,2006.0,20062007,82,15,76,N,Staal,CAN,8473533,40,C,L,Jordan Staal,220
7,Etobicoke,CAN,1985-11-28,ON,,,,,,20122013,28,4,73,N,Kostka,CAN,8474497,11,D,R,Michael Kostka,210
14,Welland,CAN,1985-05-29,ON,,,3.0,1.0,2003.0,20032004,36,5,74,N,Horton,CAN,8470596,19,R,R,Nathan Horton,229
0,Hamilton,CAN,1992-02-28,ON,,,,,,20132014,2,1,72,N,Carey,CAN,8477836,1,L,L,Matt Carey,189
13,Sorel,CAN,1980-06-04,QC,,,75.0,3.0,1998.0,20022003,70,4,71,N,Beauchemin,CAN,8467400,17,D,L,Francois Beauchemin,208
28,Madison,USA,1989-09-05,WI,,,98.0,4.0,2009.0,20112012,79,24,73,N,Smith,USA,8475225,52,C,R,Craig Smith,203
0,Caledonia,CAN,1988-02-04,ON,,,74.0,3.0,2008.0,20132014,3,0,76,N,Campbell,CAN,8474638,0,D,L,Andrew Campbell,205
61,Gavle,SWE,1987-11-23,,,,4.0,1.0,2006.0,20072008,82,18,73,N,Backstrom,SWE,8473563,79,C,L,Nicklas Backstrom,202
4,Brandon,CAN,1988-03-17,MB,,,66.0,3.0,2006.0,20092010,52,2,72,N,White,CAN,8473466,6,C,R,Ryan White,200
7,Wawota,CAN,1983-06-23,SK,,,193.0,6.0,2001.0,20032004,51,8,74,N,Laich,CAN,8469639,15,C,L,Brooks Laich,200
2,Bromma,SWE,1980-03-12,,,,241.0,8.0,1999.0,20052006,53,0,75,N,Murray,SWE,8468114,2,D,L,Douglas Murray,240
9,Schwenningen,DEU,1981-07-18,,,,172.0,6.0,2001.0,20022003,34,1,72,N,Seidenberg,DEU,8469619,10,D,L,Dennis Seidenberg,199
40,Buffalo,USA,1988-11-19,NY,,,1.0,1.0,2007.0,20072008,69,29,70,N,Kane,USA,8474141,69,R,L,Patrick Kane,176
1,Innisfil,CAN,1993-05-26,ON,,,86.0,3.0,2011.0,20132014,7,1,74,N,Leivo,CAN,8476410,2,L,R,Josh Leivo,192
23,Trencin,SVK,1977-03-18,,,,56.0,3.0,1996.0,19971998,77,17,81,Y,Chara,SVK,8465009,40,D,L,Zdeno Chara,250
5,Charlottetown,CAN,1986-10-12,PE,,,55.0,2.0,2005.0,20092010,30,1,76,N,McQuaid,CAN,8471717,6,D,R,Adam McQuaid,210
8,Edmonton,CAN,1987-05-07,AB,,,,,,20082009,48,1,73,N,Schlemko,CAN,8473673,9,D,L,David Schlemko,191
0,Toronto,CAN,1993-03-26,ON,,,150.0,5.0,2011.0,20122013,15,1,72,N,Corrado,CAN,8476302,1,D,R,Frank Corrado,205
17,Rimouski,CAN,1990-09-23,QC,,,132.0,5.0,2009.0,20112012,74,9,70,N,Bourque,CAN,8475268,26,L,L,Gabriel Bourque,206
20,Grimsby,CAN,1981-06-16,ON,,,151.0,5.0,2001.0,20052006,76,4,73,N,Bieksa,CAN,8469598,24,D,R,Kevin Bieksa,197
31,Mlada Boleslav,CZE,1981-06-13,,,,212.0,7.0,1999.0,20012002,80,20,73,N,Vrbata,CZE,8468085,51,R,R,Radim Vrbata,194
9,Long Sault,CAN,1983-10-04,ON,,,,,,20072008,52,9,73,N,Winchester,CAN,8474498,18,C,R,Jesse Winchester,205
4,Fort Lauderdale,USA,1990-02-01,FL,,,,,,20132014,36,5,72,N,Megna,USA,8477126,9,C,R,Jayson Megna,190
11,New Westminster,CAN,1990-11-13,BC,NJD,New Jersey Devils,,,,20112012,80,6,76,N,Dillon,CAN,8475455,17,D,L,Brenden Dillon,225
0,Edmonton,CAN,1982-09-26,AB,,,,,,20082009,56,1,80,N,Scott,CAN,8473722,1,L,L,John Scott,260
2,Snowflake,CAN,1988-10-11,MB,,,110.0,4.0,2007.0,20092010,21,0,77,N,Falk,CAN,8473992,2,D,L,Justin Falk,223
13,Winnipeg,CAN,1990-06-07,MB,,,69.0,3.0,2008.0,20112012,70,8,75,N,Stone,CAN,8474628,21,D,R,Michael Stone,210
24,Helsingborg,SWE,1994-01-20,,BOS,Boston Bruins,6.0,1.0,2012.0,20132014,78,6,76,N,Lindholm,SWE,8476854,30,D,L,Hampus Lindholm,217
23,Edmonton,CAN,1985-04-10,AB,,,9.0,1.0,2003.0,20052006,80,8,76,N,Phaneuf,CAN,8470602,31,D,L,Dion Phaneuf,222
19,Lemoyne,CAN,1984-02-11,QC,,,234.0,8.0,2002.0,20052006,81,8,71,N,Talbot,CAN,8470171,27,C,L,Max Talbot,186
30,Stará Lubovna,SVK,1979-01-12,,,,12.0,1.0,1997.0,19971998,72,30,73,Y,Hossa,SVK,8466148,60,R,L,Marian Hossa,207
25,Pisek,CZE,1987-02-20,,,,17.0,1.0,2005.0,20072008,65,15,78,N,Hanzal,CZE,8471691,40,C,L,Martin Hanzal,230
6,Winnipeg,CAN,1987-01-20,MB,,,156.0,5.0,2005.0,20102011,63,2,74,N,Reaves,CAN,8471817,8,R,R,Ryan Reaves,225
41,Stockholm,SWE,1981-01-12,,,,29.0,1.0,2000.0,20032004,79,8,72,N,Kronwall,SWE,8468509,49,D,L,Niklas Kronwall,194
25,Bloomington,USA,1983-01-10,MN,,,129.0,4.0,2002.0,20062007,73,3,74,N,Gilbert,USA,8470104,28,D,R,Tom Gilbert,210
2,Abbotsford,CAN,1990-04-20,BC,,,119.0,4.0,2008.0,20122013,20,0,75,N,Grant,CAN,8474683,2,C,L,Derek Grant,210
12,Gatineau,CAN,1977-10-06,QC,,,24.0,1.0,1996.0,19971998,69,13,69,N,Brière,CAN,8464975,25,C,R,Daniel Brière,174
4,Toronto,CAN,1987-04-25,ON,,,71.0,3.0,2005.0,20092010,58,3,71,N,Clune,CAN,8471733,7,L,L,Rich Clune,211
13,Nizhnekamsk,RUS,1993-10-06,,,,1.0,1.0,2012.0,20122013,63,11,71,N,Yakupov,RUS,8476855,24,R,L,Nail Yakupov,195
4,Rome,USA,1987-09-28,NY,,,85.0,3.0,2006.0,20072008,77,5,77,N,Sestito,USA,8473542,9,L,L,Tom Sestito,228
34,Whitby,CAN,1987-09-03,ON,,,33.0,2.0,2005.0,20082009,59,27,75,N,Neal,CAN,8471707,61,L,L,James Neal,212
23,Kingston,CAN,1982-07-08,ON,,,,,,20062007,62,7,71,N,Peverley,CAN,8471514,30,C,R,Rich Peverley,195
14,Summerside,CAN,1982-08-19,PE,,,25.0,1.0,2000.0,20022003,82,9,72,N,Ott,CAN,8468505,23,C,L,Steve Ott,193
0,Toronto,CAN,1992-05-26,ON,,,40.0,2.0,2010.0,20122013,2,0,69,N,Thomas,CAN,8475749,0,L,R,Christian Thomas,175
1,Lapeer,USA,1982-12-09,MI,,,30.0,1.0,2002.0,20052006,27,1,72,N,Slater,USA,8470289,2,C,L,Jim Slater,195
12,Tibro,SWE,1986-08-01,,,,216.0,7.0,2005.0,20072008,81,1,71,N,Stralman,SWE,8471873,13,D,R,Anton Stralman,193
0,Edmonton,CAN,1987-01-01,AB,,,6.0,1.0,2005.0,20052006,3,0,71,N,Brule,CAN,8471680,0,C,R,Gilbert Brule,187
4,Hamilton,CAN,1980-03-26,ON,,,106.0,4.0,1998.0,20062007,55,0,74,N,Barch,CAN,8467428,4,R,L,Krys Barch,225
10,Gloucester,CAN,1985-04-14,ON,,,271.0,9.0,2004.0,20092010,32,2,71,N,Clitsome,CAN,8471482,12,D,L,Grant Clitsome,211
31,Mimico,CAN,1991-04-01,ON,,,69.0,3.0,2009.0,20112012,82,20,73,N,Smith,CAN,8475191,51,R,L,Reilly Smith,185
2,Binghamton,USA,1991-02-19,NY,,,158.0,6.0,2009.0,20132014,22,1,71,N,D'Amigo,USA,8475309,3,R,L,Jerry D'Amigo,200
45,Victoria,CAN,1989-07-18,BC,DAL,Dallas Stars,129.0,5.0,2007.0,20092010,81,34,75,N,Benn,CAN,8473994,79,L,L,Jamie Benn,210
2,Welland,CAN,1981-08-31,ON,,,,,,20062007,50,4,72,N,Ellis,CAN,8470018,6,L,L,Matt Ellis,208
18,Edmonton,CAN,1984-01-19,AB,,,61.0,2.0,2002.0,20072008,75,5,74,N,Boychuk,CAN,8470187,23,D,R,Johnny Boychuk,227
0,Port Chester,USA,1991-02-24,NY,,,23.0,1.0,2009.0,20112012,2,0,74,N,Erixon,SWE,8475148,0,D,L,Tim Erixon,200
1,Belleville,CAN,1984-10-13,ON,,,,,,20092010,14,0,73,N,Smith,CAN,8473953,1,D,L,Derek Smith,197
11,Mississauga,CAN,1993-07-11,ON,CGY,Calgary Flames,5.0,1.0,2011.0,20132014,37,7,73,N,Strome,CAN,8476458,18,C,R,Ryan Strome,192
5,Tabor,CZE,1977-03-09,,,,10.0,1.0,1995.0,19951996,60,4,74,N,Dvorak,CZE,8462041,9,R,R,Radek Dvorak,195
11,Rochester Hills,USA,1987-07-26,MI,,,95.0,4.0,2007.0,20092010,61,11,73,N,Martinez,USA,8474166,22,D,L,Alec Martinez,210
65,London,CAN,1979-07-02,ON,,,1.0,1.0,1997.0,19971998,82,11,76,Y,Thornton,CAN,8466138,76,C,L,Joe Thornton,220
9,Saskatoon,CAN,1978-08-16,SK,,,27.0,2.0,1996.0,19981999,54,1,76,N,Sarich,CAN,8464981,10,D,R,Cory Sarich,207
11,Port McNeill,CAN,1977-04-23,BC,,,199.0,8.0,1996.0,19992000,76,1,75,N,Mitchell,CAN,8465185,12,D,L,Willie Mitchell,210
11,Rochester,USA,1984-04-27,MN,,,21.0,1.0,2003.0,20052006,69,2,74,N,Stuart,USA,8470614,13,D,L,Mark Stuart,215
20,Newmarket,CAN,1987-04-03,ON,,,29.0,1.0,2005.0,20072008,62,4,71,N,Downie,CAN,8471703,24,R,R,Steve Downie,191
1,Ottawa,CAN,1984-01-22,ON,,,23.0,1.0,2002.0,20052006,7,0,74,N,Eager,CAN,8470280,1,L,L,Ben Eager,226
0,Boston,USA,1988-09-24,MA,,,135.0,5.0,2007.0,20132014,12,0,73,N,Carey,USA,8474008,0,C,L,Paul Carey,196
10,Detroit,USA,1984-11-24,MI,,,53.0,2.0,2004.0,20062007,66,9,72,N,Booth,USA,8471266,19,L,L,David Booth,212
1,Longueuil,CAN,1983-07-28,QC,,,,,,20092010,1,0,71,N,Fortunus,CAN,8469798,1,D,R,Maxime Fortunus,202
9,Munkedal,SWE,1989-02-05,,,,88.0,3.0,2007.0,20112012,65,8,74,N,Andersson,SWE,8474168,17,C,L,Joakim Andersson,211
1,Lycksele,SWE,1990-10-08,,,,17.0,1.0,2009.0,20112012,17,0,74,N,Rundblad,SWE,8475182,1,D,R,David Rundblad,187
15,Burnsville,USA,1990-07-02,MN,,,,,,20112012,63,4,70,N,Brown,USA,8476806,19,R,R,JT Brown,182
2,Turku,FIN,1994-10-27,,PHI,Philadelphia Flyers,8.0,1.0,2013.0,20132014,34,2,76,N,Ristolainen,FIN,8477499,4,D,R,Rasmus Ristolainen,208
1,Stockholm,SWE,1990-12-20,,,,73.0,3.0,2009.0,20102011,20,1,76,N,Urbom,SWE,8475248,2,D,L,Alexander Urbom,215
1,Gothenburg,SWE,1992-09-21,,,,50.0,2.0,2011.0,20132014,11,0,75,N,Sundstrom,SWE,8476445,1,C,R,Johan Sundstrom,201
0,Degelis,CAN,1990-10-06,QC,,,139.0,5.0,2009.0,20112012,2,0,70,N,Dumont,CAN,8475254,0,C,R,Gabriel Dumont,195
1,Vaughan,CAN,1990-12-04,ON,,,147.0,5.0,2009.0,20132014,9,1,70,N,Varone,CAN,8475321,2,C,L,Phil Varone,193
1,Boston,USA,1986-08-09,MA,,,202.0,7.0,2006.0,20092010,36,1,73,N,McCarthy,USA,8473562,2,C,L,John McCarthy,195
27,Gothenburg,SWE,1985-07-17,,,,33.0,2.0,2003.0,20062007,61,10,74,N,Eriksson,SWE,8470626,37,L,L,Loui Eriksson,179
36,Landskrona,SWE,1990-10-06,,,,24.0,1.0,2009.0,20102011,80,8,73,N,Johansson,SWE,8475149,44,L,L,Marcus Johansson,203
0,Toronto,CAN,1992-12-21,ON,VAN,Vancouver Canucks,14.0,1.0,2011.0,20122013,7,0,79,N,Oleksiak,CAN,8476467,0,D,L,Jamie Oleksiak,252
7,Toronto,CAN,1994-03-29,ON,WSH,Washington Capitals,16.0,1.0,2012.0,20132014,82,3,76,N,Wilson,CAN,8476880,10,R,R,Tom Wilson,225
39,Ornskoldsvik,SWE,1980-09-26,,,,3.0,1.0,1999.0,20002001,70,11,74,Y,Sedin,SWE,8467876,50,C,L,Henrik Sedin,183
